CC.AA.	Grupos especiales	Periodo	Total
Castilla La Mancha	Alimentos sin elaboración y productos energéticos	2002	.
Castilla La Mancha	Bienes industriales sin productos energéticos	2006	304,694
Castilla La Mancha	Bienes industriales sin productos energéticos	2005	310,466
Castilla La Mancha	Bienes industriales sin productos energéticos	2004	310,466
Castilla La Mancha	Bienes industriales sin productos energéticos	2003	.
Castilla La Mancha	Bienes industriales sin productos energéticos	2002	.
Cataluña	Alimentos con elaboración, bebidas y tabaco	2006	163,117
Cataluña	Alimentos con elaboración, bebidas y tabaco	2005	165,172
Cataluña	Alimentos con elaboración, bebidas y tabaco	2004	165,172
Cataluña	Alimentos con elaboración, bebidas y tabaco	2003	.
Cataluña	Alimentos con elaboración, bebidas y tabaco	2002	.
Cataluña	Alimentos sin elaboración	2006	82,600
Cataluña	Alimentos sin elaboración	2005	85,171
Cataluña	Alimentos sin elaboración	2004	85,171
Cataluña	Alimentos sin elaboración	2003	.
Cataluña	Alimentos sin elaboración	2002	.
Cataluña	Bienes industriales	2006	370,830
Cataluña	Bienes industriales	2005	373,672
Cataluña	Bienes industriales	2004	373,672
Cataluña	Bienes industriales	2003	.
Cataluña	Bienes industriales	2002	.
Cataluña	Servicios sin alquiler de  vivienda	2006	355,215
Cataluña	Servicios sin alquiler de  vivienda	2005	348,101
Cataluña	Servicios sin alquiler de  vivienda	2004	348,101
Cataluña	Servicios sin alquiler de  vivienda	2003	.
Cataluña	Servicios sin alquiler de  vivienda	2002	.
Cataluña	Carburantes y combustibles	2006	73,220
Cataluña	Carburantes y combustibles	2005	70,696
Cataluña	Carburantes y combustibles	2004	70,696
Cataluña	Carburantes y combustibles	2003	.
Cataluña	Carburantes y combustibles	2002	.
Cataluña	Bienes industriales duraderos	2006	108,273
Cataluña	Bienes industriales duraderos	2005	106,767
Cataluña	Bienes industriales duraderos	2004	106,767
Cataluña	Bienes industriales duraderos	2003	.
Cataluña	Bienes industriales duraderos	2002	.
Cataluña	Productos energeticos	2006	94,552
Cataluña	Productos energeticos	2005	92,499
Cataluña	Productos energeticos	2004	92,499
Cataluña	Productos energeticos	2003	.
Cataluña	Productos energeticos	2002	.
Cataluña	General sin alimentos, bebidas y tabaco	2006	754,283
Cataluña	General sin alimentos, bebidas y tabaco	2005	749,657
Cataluña	General sin alimentos, bebidas y tabaco	2004	749,657
Cataluña	General sin alimentos, bebidas y tabaco	2003	.
Cataluña	General sin alimentos, bebidas y tabaco	2002	.
Cataluña	General sin alquiler de vivienda	2006	971,762
Cataluña	General sin alquiler de vivienda	2005	972,116
Cataluña	General sin alquiler de vivienda	2004	972,116
Cataluña	General sin alquiler de vivienda	2003	.
Cataluña	General sin alquiler de vivienda	2002	.
Cataluña	General sin carburantes ni combustibles	2006	926,780
Cataluña	General sin carburantes ni combustibles	2005	929,304
Cataluña	General sin carburantes ni combustibles	2004	929,304
Cataluña	General sin carburantes ni combustibles	2003	.
Cataluña	General sin carburantes ni combustibles	2002	.
Cataluña	General sin productos energeticos	2006	905,448
Cataluña	General sin productos energeticos	2005	907,501
Cataluña	General sin productos energeticos	2004	907,501
Cataluña	General sin productos energeticos	2003	.
Cataluña	General sin productos energeticos	2002	.
Cataluña	General sin alimentos no elaborados ni productos energeticos	2006	822,848
Cataluña	General sin alimentos no elaborados ni productos energeticos	2005	822,330
Cataluña	General sin alimentos no elaborados ni productos energeticos	2004	822,330
Cataluña	General sin alimentos no elaborados ni productos energeticos	2003	.
Cataluña	General sin alimentos no elaborados ni productos energeticos	2002	.
Cataluña	General sin servicios (incluye alquiler de vivienda)	2006	644,785
Cataluña	General sin servicios (incluye alquiler de vivienda)	2005	651,899
Cataluña	General sin servicios (incluye alquiler de vivienda)	2004	651,899
Cataluña	General sin servicios (incluye alquiler de vivienda)	2003	.
Cataluña	General sin servicios (incluye alquiler de vivienda)	2002	.
Cataluña	General sin servicios ni alquiler de vivienda	2006	616,547
Cataluña	General sin servicios ni alquiler de vivienda	2005	624,015
Cataluña	General sin servicios ni alquiler de vivienda	2004	624,015
Cataluña	General sin servicios ni alquiler de vivienda	2003	.
Cataluña	General sin servicios ni alquiler de vivienda	2002	.
Cataluña	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	726,046
Cataluña	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	721,773
Cataluña	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	721,773
Cataluña	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Cataluña	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Cataluña	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	681,063
Cataluña	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	678,962
Cataluña	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	678,962
Cataluña	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Cataluña	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Cataluña	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	659,732
Cataluña	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	657,158
Cataluña	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	657,158
Cataluña	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Cataluña	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Cataluña	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	399,068
Cataluña	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	401,556
Cataluña	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	401,556
Cataluña	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Cataluña	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Cataluña	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	370,830
Cataluña	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	373,672
Cataluña	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	373,672
Cataluña	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Cataluña	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Cataluña	Bienes industriales no duraderos	2006	262,557
Cataluña	Bienes industriales no duraderos	2005	266,906
Cataluña	Bienes industriales no duraderos	2004	266,906
Cataluña	Bienes industriales no duraderos	2003	.
Cataluña	Bienes industriales no duraderos	2002	.
Cataluña	General sin tabaco	2006	980,987
Cataluña	General sin tabaco	2005	980,339
Cataluña	General sin tabaco	2004	980,339
Cataluña	General sin tabaco	2003	.
Cataluña	General sin tabaco	2002	.
Cataluña	Alimentos y bebidas	2006	226,704
Cataluña	Alimentos y bebidas	2005	230,682
Cataluña	Alimentos y bebidas	2004	230,682
Cataluña	Alimentos y bebidas	2003	.
Cataluña	Alimentos y bebidas	2002	.
Cataluña	Alimentos elaborados	2006	122,607
Cataluña	Alimentos elaborados	2005	123,376
Cataluña	Alimentos elaborados	2004	123,376
Cataluña	Alimentos elaborados	2003	.
Cataluña	Alimentos elaborados	2002	.
Cataluña	Bienes industriales sin energia	2006	349,499
Cataluña	Bienes industriales sin energia	2005	351,869
Cataluña	Bienes industriales sin energia	2004	351,869
Cataluña	Bienes industriales sin energia	2003	.
Cataluña	Bienes industriales sin energia	2002	.
Cataluña	Servicios (con alquiler de vivienda)	2006	383,453
Cataluña	Servicios (con alquiler de vivienda)	2005	375,985
Cataluña	Servicios (con alquiler de vivienda)	2004	375,985
Cataluña	Servicios (con alquiler de vivienda)	2003	.
Cataluña	Servicios (con alquiler de vivienda)	2002	.
Cataluña	Alimentos, bebida y tabaco	2006	245,717
Cataluña	Alimentos, bebida y tabaco	2005	250,343
Cataluña	Alimentos, bebida y tabaco	2004	250,343
Cataluña	Alimentos, bebida y tabaco	2003	.
Cataluña	Alimentos, bebida y tabaco	2002	.
Cataluña	Alimentos sin elaboración y productos energéticos	2006	177,152
Cataluña	Alimentos sin elaboración y productos energéticos	2005	177,670
Cataluña	Alimentos sin elaboración y productos energéticos	2004	177,670
Cataluña	Alimentos sin elaboración y productos energéticos	2003	.
Cataluña	Alimentos sin elaboración y productos energéticos	2002	.
Cataluña	Bienes industriales sin productos energéticos	2006	276,279
Cataluña	Bienes industriales sin productos energéticos	2005	281,173
Cataluña	Bienes industriales sin productos energéticos	2004	281,173
Cataluña	Bienes industriales sin productos energéticos	2003	.
Cataluña	Bienes industriales sin productos energéticos	2002	.
Comunidad Valenciana	Alimentos con elaboración, bebidas y tabaco	2006	174,174
Comunidad Valenciana	Alimentos con elaboración, bebidas y tabaco	2005	176,330
Comunidad Valenciana	Alimentos con elaboración, bebidas y tabaco	2004	176,330
Comunidad Valenciana	Alimentos con elaboración, bebidas y tabaco	2003	.
Comunidad Valenciana	Alimentos con elaboración, bebidas y tabaco	2002	.
Comunidad Valenciana	Alimentos sin elaboración	2006	74,014
Comunidad Valenciana	Alimentos sin elaboración	2005	76,234
Comunidad Valenciana	Alimentos sin elaboración	2004	76,234
Comunidad Valenciana	Alimentos sin elaboración	2003	.
Comunidad Valenciana	Alimentos sin elaboración	2002	.
Comunidad Valenciana	Bienes industriales	2006	402,132
Comunidad Valenciana	Bienes industriales	2005	404,980
Comunidad Valenciana	Bienes industriales	2004	404,980
Comunidad Valenciana	Bienes industriales	2003	.
Comunidad Valenciana	Bienes industriales	2002	.
Comunidad Valenciana	Servicios sin alquiler de  vivienda	2006	334,824
Comunidad Valenciana	Servicios sin alquiler de  vivienda	2005	327,788
Comunidad Valenciana	Servicios sin alquiler de  vivienda	2004	327,788
Comunidad Valenciana	Servicios sin alquiler de  vivienda	2003	.
Comunidad Valenciana	Servicios sin alquiler de  vivienda	2002	.
Comunidad Valenciana	Carburantes y combustibles	2006	67,607
Comunidad Valenciana	Carburantes y combustibles	2005	64,868
Comunidad Valenciana	Carburantes y combustibles	2004	64,868
Comunidad Valenciana	Carburantes y combustibles	2003	.
Comunidad Valenciana	Carburantes y combustibles	2002	.
Comunidad Valenciana	Bienes industriales duraderos	2006	124,933
Comunidad Valenciana	Bienes industriales duraderos	2005	123,071
Comunidad Valenciana	Bienes industriales duraderos	2004	123,071
Comunidad Valenciana	Bienes industriales duraderos	2003	.
Comunidad Valenciana	Bienes industriales duraderos	2002	.
Comunidad Valenciana	Productos energeticos	2006	96,535
Comunidad Valenciana	Productos energeticos	2005	94,435
Comunidad Valenciana	Productos energeticos	2004	94,435
Comunidad Valenciana	Productos energeticos	2003	.
Comunidad Valenciana	Productos energeticos	2002	.
Comunidad Valenciana	General sin alimentos, bebidas y tabaco	2006	751,812
Comunidad Valenciana	General sin alimentos, bebidas y tabaco	2005	747,436
Comunidad Valenciana	General sin alimentos, bebidas y tabaco	2004	747,436
Comunidad Valenciana	General sin alimentos, bebidas y tabaco	2003	.
Comunidad Valenciana	General sin alimentos, bebidas y tabaco	2002	.
Comunidad Valenciana	General sin alquiler de vivienda	2006	985,144
Comunidad Valenciana	General sin alquiler de vivienda	2005	985,331
Comunidad Valenciana	General sin alquiler de vivienda	2004	985,331
Comunidad Valenciana	General sin alquiler de vivienda	2003	.
Comunidad Valenciana	General sin alquiler de vivienda	2002	.
Comunidad Valenciana	General sin carburantes ni combustibles	2006	932,393
Comunidad Valenciana	General sin carburantes ni combustibles	2005	935,132
Comunidad Valenciana	General sin carburantes ni combustibles	2004	935,132
Comunidad Valenciana	General sin carburantes ni combustibles	2003	.
Comunidad Valenciana	General sin carburantes ni combustibles	2002	.
Comunidad Valenciana	General sin productos energeticos	2006	903,465
Comunidad Valenciana	General sin productos energeticos	2005	905,565
Comunidad Valenciana	General sin productos energeticos	2004	905,565
Comunidad Valenciana	General sin productos energeticos	2003	.
Comunidad Valenciana	General sin productos energeticos	2002	.
Comunidad Valenciana	General sin alimentos no elaborados ni productos energeticos	2006	829,451
Comunidad Valenciana	General sin alimentos no elaborados ni productos energeticos	2005	829,332
Comunidad Valenciana	General sin alimentos no elaborados ni productos energeticos	2004	829,332
Comunidad Valenciana	General sin alimentos no elaborados ni productos energeticos	2003	.
Comunidad Valenciana	General sin alimentos no elaborados ni productos energeticos	2002	.
Comunidad Valenciana	General sin servicios (incluye alquiler de vivienda)	2006	665,176
Comunidad Valenciana	General sin servicios (incluye alquiler de vivienda)	2005	672,212
Comunidad Valenciana	General sin servicios (incluye alquiler de vivienda)	2004	672,212
Comunidad Valenciana	General sin servicios (incluye alquiler de vivienda)	2003	.
Comunidad Valenciana	General sin servicios (incluye alquiler de vivienda)	2002	.
Comunidad Valenciana	General sin servicios ni alquiler de vivienda	2006	650,320
Comunidad Valenciana	General sin servicios ni alquiler de vivienda	2005	657,544
Comunidad Valenciana	General sin servicios ni alquiler de vivienda	2004	657,544
Comunidad Valenciana	General sin servicios ni alquiler de vivienda	2003	.
Comunidad Valenciana	General sin servicios ni alquiler de vivienda	2002	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	736,956
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	732,767
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	732,767
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	684,205
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	682,568
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	682,568
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	655,277
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	653,001
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	653,001
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	416,987
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	419,649
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	419,649
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	402,132
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	404,980
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	404,980
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Comunidad Valenciana	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Comunidad Valenciana	Bienes industriales no duraderos	2006	277,198
Comunidad Valenciana	Bienes industriales no duraderos	2005	281,909
Comunidad Valenciana	Bienes industriales no duraderos	2004	281,909
Comunidad Valenciana	Bienes industriales no duraderos	2003	.
Comunidad Valenciana	Bienes industriales no duraderos	2002	.
Comunidad Valenciana	General sin tabaco	2006	975,115
Comunidad Valenciana	General sin tabaco	2005	974,269
Comunidad Valenciana	General sin tabaco	2004	974,269
Comunidad Valenciana	General sin tabaco	2003	.
Comunidad Valenciana	General sin tabaco	2002	.
Comunidad Valenciana	Alimentos y bebidas	2006	223,303
Comunidad Valenciana	Alimentos y bebidas	2005	226,833
Comunidad Valenciana	Alimentos y bebidas	2004	226,833
Comunidad Valenciana	Alimentos y bebidas	2003	.
Comunidad Valenciana	Alimentos y bebidas	2002	.
Comunidad Valenciana	Alimentos elaborados	2006	127,966
Comunidad Valenciana	Alimentos elaborados	2005	128,742
Comunidad Valenciana	Alimentos elaborados	2004	128,742
Comunidad Valenciana	Alimentos elaborados	2003	.
Comunidad Valenciana	Alimentos elaborados	2002	.
Comunidad Valenciana	Bienes industriales sin energia	2006	373,204
Comunidad Valenciana	Bienes industriales sin energia	2005	375,413
Comunidad Valenciana	Bienes industriales sin energia	2004	375,413
Comunidad Valenciana	Bienes industriales sin energia	2003	.
Comunidad Valenciana	Bienes industriales sin energia	2002	.
Comunidad Valenciana	Servicios (con alquiler de vivienda)	2006	349,680
Comunidad Valenciana	Servicios (con alquiler de vivienda)	2005	342,456
Comunidad Valenciana	Servicios (con alquiler de vivienda)	2004	342,456
Comunidad Valenciana	Servicios (con alquiler de vivienda)	2003	.
Comunidad Valenciana	Servicios (con alquiler de vivienda)	2002	.
Comunidad Valenciana	Alimentos, bebida y tabaco	2006	248,188
Comunidad Valenciana	Alimentos, bebida y tabaco	2005	252,564
Comunidad Valenciana	Alimentos, bebida y tabaco	2004	252,564
Comunidad Valenciana	Alimentos, bebida y tabaco	2003	.
Comunidad Valenciana	Alimentos, bebida y tabaco	2002	.
Comunidad Valenciana	Alimentos sin elaboración y productos energéticos	2006	170,549
Comunidad Valenciana	Alimentos sin elaboración y productos energéticos	2005	170,668
Comunidad Valenciana	Alimentos sin elaboración y productos energéticos	2004	170,668
Comunidad Valenciana	Alimentos sin elaboración y productos energéticos	2003	.
Comunidad Valenciana	Alimentos sin elaboración y productos energéticos	2002	.
Comunidad Valenciana	Bienes industriales sin productos energéticos	2006	305,597
Comunidad Valenciana	Bienes industriales sin productos energéticos	2005	310,545
Comunidad Valenciana	Bienes industriales sin productos energéticos	2004	310,545
Comunidad Valenciana	Bienes industriales sin productos energéticos	2003	.
Comunidad Valenciana	Bienes industriales sin productos energéticos	2002	.
Extremadura	Alimentos con elaboración, bebidas y tabaco	2006	203,229
Extremadura	Alimentos con elaboración, bebidas y tabaco	2005	204,784
Extremadura	Alimentos con elaboración, bebidas y tabaco	2004	204,784
Extremadura	Alimentos con elaboración, bebidas y tabaco	2003	.
Extremadura	Alimentos con elaboración, bebidas y tabaco	2002	.
Extremadura	Alimentos sin elaboración	2006	89,821
Extremadura	Alimentos sin elaboración	2005	92,044
Extremadura	Alimentos sin elaboración	2004	92,044
Extremadura	Alimentos sin elaboración	2003	.
Extremadura	Alimentos sin elaboración	2002	.
Extremadura	Bienes industriales	2006	411,182
Extremadura	Bienes industriales	2005	414,437
Extremadura	Bienes industriales	2004	414,437
Extremadura	Bienes industriales	2003	.
Extremadura	Bienes industriales	2002	.
Extremadura	Servicios sin alquiler de  vivienda	2006	283,968
Extremadura	Servicios sin alquiler de  vivienda	2005	277,129
Extremadura	Servicios sin alquiler de  vivienda	2004	277,129
Extremadura	Servicios sin alquiler de  vivienda	2003	.
Extremadura	Servicios sin alquiler de  vivienda	2002	.
Extremadura	Carburantes y combustibles	2006	63,790
Extremadura	Carburantes y combustibles	2005	61,115
Extremadura	Carburantes y combustibles	2004	61,115
Extremadura	Carburantes y combustibles	2003	.
Extremadura	Carburantes y combustibles	2002	.
Extremadura	Bienes industriales duraderos	2006	121,756
Extremadura	Bienes industriales duraderos	2005	119,807
Extremadura	Bienes industriales duraderos	2004	119,807
Extremadura	Bienes industriales duraderos	2003	.
Extremadura	Bienes industriales duraderos	2002	.
Extremadura	Productos energeticos	2006	91,068
Extremadura	Productos energeticos	2005	88,886
Extremadura	Productos energeticos	2004	88,886
Extremadura	Productos energeticos	2003	.
Extremadura	Productos energeticos	2002	.
Extremadura	General sin alimentos, bebidas y tabaco	2006	706,950
Extremadura	General sin alimentos, bebidas y tabaco	2005	703,171
Extremadura	General sin alimentos, bebidas y tabaco	2004	703,171
Extremadura	General sin alimentos, bebidas y tabaco	2003	.
Extremadura	General sin alimentos, bebidas y tabaco	2002	.
Extremadura	General sin alquiler de vivienda	2006	988,201
Extremadura	General sin alquiler de vivienda	2005	988,395
Extremadura	General sin alquiler de vivienda	2004	988,395
Extremadura	General sin alquiler de vivienda	2003	.
Extremadura	General sin alquiler de vivienda	2002	.
Extremadura	General sin carburantes ni combustibles	2006	936,210
Extremadura	General sin carburantes ni combustibles	2005	938,885
Extremadura	General sin carburantes ni combustibles	2004	938,885
Extremadura	General sin carburantes ni combustibles	2003	.
Extremadura	General sin carburantes ni combustibles	2002	.
Extremadura	General sin productos energeticos	2006	908,932
Extremadura	General sin productos energeticos	2005	911,114
Extremadura	General sin productos energeticos	2004	911,114
Extremadura	General sin productos energeticos	2003	.
Extremadura	General sin productos energeticos	2002	.
Extremadura	General sin alimentos no elaborados ni productos energeticos	2006	819,111
Extremadura	General sin alimentos no elaborados ni productos energeticos	2005	819,069
Extremadura	General sin alimentos no elaborados ni productos energeticos	2004	819,069
Extremadura	General sin alimentos no elaborados ni productos energeticos	2003	.
Extremadura	General sin alimentos no elaborados ni productos energeticos	2002	.
Extremadura	General sin servicios (incluye alquiler de vivienda)	2006	716,032
Extremadura	General sin servicios (incluye alquiler de vivienda)	2005	722,871
Extremadura	General sin servicios (incluye alquiler de vivienda)	2004	722,871
Extremadura	General sin servicios (incluye alquiler de vivienda)	2003	.
Extremadura	General sin servicios (incluye alquiler de vivienda)	2002	.
Extremadura	General sin servicios ni alquiler de vivienda	2006	704,233
Extremadura	General sin servicios ni alquiler de vivienda	2005	711,266
Extremadura	General sin servicios ni alquiler de vivienda	2004	711,266
Extremadura	General sin servicios ni alquiler de vivienda	2003	.
Extremadura	General sin servicios ni alquiler de vivienda	2002	.
Extremadura	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	695,151
Extremadura	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	691,566
Extremadura	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	691,566
Extremadura	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Extremadura	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Extremadura	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	643,159
Extremadura	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	642,056
Extremadura	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	642,056
Extremadura	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Extremadura	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Extremadura	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	615,881
Extremadura	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	614,285
Extremadura	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	614,285
Extremadura	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Extremadura	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Extremadura	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	422,981
Extremadura	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	426,042
Extremadura	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	426,042
Extremadura	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Extremadura	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Extremadura	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	411,182
Extremadura	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	414,437
Extremadura	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	414,437
Extremadura	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Extremadura	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Extremadura	Bienes industriales no duraderos	2006	289,426
Extremadura	Bienes industriales no duraderos	2005	294,630
Extremadura	Bienes industriales no duraderos	2004	294,630
Extremadura	Bienes industriales no duraderos	2003	.
Extremadura	Bienes industriales no duraderos	2002	.
Extremadura	General sin tabaco	2006	973,771
Extremadura	General sin tabaco	2005	972,985
Extremadura	General sin tabaco	2004	972,985
Extremadura	General sin tabaco	2003	.
Extremadura	General sin tabaco	2002	.
Extremadura	Alimentos y bebidas	2006	266,822
Extremadura	Alimentos y bebidas	2005	269,814
Extremadura	Alimentos y bebidas	2004	269,814
Extremadura	Alimentos y bebidas	2003	.
Extremadura	Alimentos y bebidas	2002	.
Extremadura	Alimentos elaborados	2006	155,721
Extremadura	Alimentos elaborados	2005	155,878
Extremadura	Alimentos elaborados	2004	155,878
Extremadura	Alimentos elaborados	2003	.
Extremadura	Alimentos elaborados	2002	.
Extremadura	Bienes industriales sin energia	2006	383,904
Extremadura	Bienes industriales sin energia	2005	386,666
Extremadura	Bienes industriales sin energia	2004	386,666
Extremadura	Bienes industriales sin energia	2003	.
Extremadura	Bienes industriales sin energia	2002	.
Extremadura	Servicios (con alquiler de vivienda)	2006	295,767
Extremadura	Servicios (con alquiler de vivienda)	2005	288,734
Extremadura	Servicios (con alquiler de vivienda)	2004	288,734
Extremadura	Servicios (con alquiler de vivienda)	2003	.
Extremadura	Servicios (con alquiler de vivienda)	2002	.
Extremadura	Alimentos, bebida y tabaco	2006	293,050
Extremadura	Alimentos, bebida y tabaco	2005	296,829
Extremadura	Alimentos, bebida y tabaco	2004	296,829
Extremadura	Alimentos, bebida y tabaco	2003	.
Extremadura	Alimentos, bebida y tabaco	2002	.
Extremadura	Alimentos sin elaboración y productos energéticos	2006	180,889
Extremadura	Alimentos sin elaboración y productos energéticos	2005	180,931
Extremadura	Alimentos sin elaboración y productos energéticos	2004	180,931
Extremadura	Alimentos sin elaboración y productos energéticos	2003	.
Extremadura	Alimentos sin elaboración y productos energéticos	2002	.
Extremadura	Bienes industriales sin productos energéticos	2006	320,114
Extremadura	Bienes industriales sin productos energéticos	2005	325,551
Extremadura	Bienes industriales sin productos energéticos	2004	325,551
Extremadura	Bienes industriales sin productos energéticos	2003	.
Extremadura	Bienes industriales sin productos energéticos	2002	.
Galicia	Alimentos con elaboración, bebidas y tabaco	2006	177,422
Galicia	Alimentos con elaboración, bebidas y tabaco	2005	178,847
Galicia	Alimentos con elaboración, bebidas y tabaco	2004	178,847
Galicia	Alimentos con elaboración, bebidas y tabaco	2003	.
Galicia	Alimentos con elaboración, bebidas y tabaco	2002	.
Galicia	Alimentos sin elaboración	2006	92,898
Galicia	Alimentos sin elaboración	2005	95,202
Galicia	Alimentos sin elaboración	2004	95,202
Galicia	Alimentos sin elaboración	2003	.
Galicia	Alimentos sin elaboración	2002	.
Galicia	Bienes industriales	2006	411,698
Galicia	Bienes industriales	2005	414,988
Galicia	Bienes industriales	2004	414,988
Galicia	Bienes industriales	2003	.
Galicia	Bienes industriales	2002	.
Galicia	Servicios sin alquiler de  vivienda	2006	299,051
Galicia	Servicios sin alquiler de  vivienda	2005	292,326
Galicia	Servicios sin alquiler de  vivienda	2004	292,326
Galicia	Servicios sin alquiler de  vivienda	2003	.
Galicia	Servicios sin alquiler de  vivienda	2002	.
Galicia	Carburantes y combustibles	2006	72,176
Galicia	Carburantes y combustibles	2005	68,959
Galicia	Carburantes y combustibles	2004	68,959
Galicia	Carburantes y combustibles	2003	.
Galicia	Carburantes y combustibles	2002	.
Galicia	Bienes industriales duraderos	2006	120,997
Galicia	Bienes industriales duraderos	2005	119,677
Galicia	Bienes industriales duraderos	2004	119,677
Galicia	Bienes industriales duraderos	2003	.
Galicia	Bienes industriales duraderos	2002	.
Galicia	Productos energeticos	2006	94,198
Galicia	Productos energeticos	2005	91,399
Galicia	Productos energeticos	2004	91,399
