CC.AA.	Grupos especiales	Periodo	Total
Navarra	General sin alimentos, bebidas y tabaco	2002	.
Navarra	General sin alquiler de vivienda	2006	988,298
Navarra	General sin alquiler de vivienda	2005	988,463
Navarra	General sin alquiler de vivienda	2004	988,463
Navarra	General sin alquiler de vivienda	2003	.
Navarra	General sin alquiler de vivienda	2002	.
Navarra	General sin carburantes ni combustibles	2006	934,797
Navarra	General sin carburantes ni combustibles	2005	937,626
Navarra	General sin carburantes ni combustibles	2004	937,626
Navarra	General sin carburantes ni combustibles	2003	.
Navarra	General sin carburantes ni combustibles	2002	.
Navarra	General sin productos energeticos	2006	913,839
Navarra	General sin productos energeticos	2005	916,237
Navarra	General sin productos energeticos	2004	916,237
Navarra	General sin productos energeticos	2003	.
Navarra	General sin productos energeticos	2002	.
Navarra	General sin alimentos no elaborados ni productos energeticos	2006	839,284
Navarra	General sin alimentos no elaborados ni productos energeticos	2005	839,627
Navarra	General sin alimentos no elaborados ni productos energeticos	2004	839,627
Navarra	General sin alimentos no elaborados ni productos energeticos	2003	.
Navarra	General sin alimentos no elaborados ni productos energeticos	2002	.
Navarra	General sin servicios (incluye alquiler de vivienda)	2006	656,324
Navarra	General sin servicios (incluye alquiler de vivienda)	2005	663,620
Navarra	General sin servicios (incluye alquiler de vivienda)	2004	663,620
Navarra	General sin servicios (incluye alquiler de vivienda)	2003	.
Navarra	General sin servicios (incluye alquiler de vivienda)	2002	.
Navarra	General sin servicios ni alquiler de vivienda	2006	644,621
Navarra	General sin servicios ni alquiler de vivienda	2005	652,082
Navarra	General sin servicios ni alquiler de vivienda	2004	652,082
Navarra	General sin servicios ni alquiler de vivienda	2003	.
Navarra	General sin servicios ni alquiler de vivienda	2002	.
Navarra	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	770,242
Navarra	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	766,982
Navarra	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	766,982
Navarra	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Navarra	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Navarra	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	716,741
Navarra	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	716,145
Navarra	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	716,145
Navarra	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Navarra	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Navarra	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	695,782
Navarra	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	694,756
Navarra	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	694,756
Navarra	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Navarra	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Navarra	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	438,267
Navarra	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	442,139
Navarra	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	442,139
Navarra	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Navarra	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Navarra	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	426,565
Navarra	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	430,601
Navarra	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	430,601
Navarra	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Navarra	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Navarra	Bienes industriales no duraderos	2006	276,120
Navarra	Bienes industriales no duraderos	2005	281,528
Navarra	Bienes industriales no duraderos	2004	281,528
Navarra	Bienes industriales no duraderos	2003	.
Navarra	Bienes industriales no duraderos	2002	.
Navarra	General sin tabaco	2006	982,755
Navarra	General sin tabaco	2005	982,196
Navarra	General sin tabaco	2004	982,196
Navarra	General sin tabaco	2003	.
Navarra	General sin tabaco	2002	.
Navarra	Alimentos y bebidas	2006	200,811
Navarra	Alimentos y bebidas	2005	203,677
Navarra	Alimentos y bebidas	2004	203,677
Navarra	Alimentos y bebidas	2003	.
Navarra	Alimentos y bebidas	2002	.
Navarra	Alimentos elaborados	2006	109,650
Navarra	Alimentos elaborados	2005	109,818
Navarra	Alimentos elaborados	2004	109,818
Navarra	Alimentos elaborados	2003	.
Navarra	Alimentos elaborados	2002	.
Navarra	Bienes industriales sin energia	2006	405,607
Navarra	Bienes industriales sin energia	2005	409,212
Navarra	Bienes industriales sin energia	2004	409,212
Navarra	Bienes industriales sin energia	2003	.
Navarra	Bienes industriales sin energia	2002	.
Navarra	Servicios (con alquiler de vivienda)	2006	355,379
Navarra	Servicios (con alquiler de vivienda)	2005	347,918
Navarra	Servicios (con alquiler de vivienda)	2004	347,918
Navarra	Servicios (con alquiler de vivienda)	2003	.
Navarra	Servicios (con alquiler de vivienda)	2002	.
Navarra	Alimentos, bebida y tabaco	2006	218,056
Navarra	Alimentos, bebida y tabaco	2005	221,481
Navarra	Alimentos, bebida y tabaco	2004	221,481
Navarra	Alimentos, bebida y tabaco	2003	.
Navarra	Alimentos, bebida y tabaco	2002	.
Navarra	Alimentos sin elaboración y productos energéticos	2006	160,716
Navarra	Alimentos sin elaboración y productos energéticos	2005	160,373
Navarra	Alimentos sin elaboración y productos energéticos	2004	160,373
Navarra	Alimentos sin elaboración y productos energéticos	2003	.
Navarra	Alimentos sin elaboración y productos energéticos	2002	.
Navarra	Bienes industriales sin productos energéticos	2006	340,404
Navarra	Bienes industriales sin productos energéticos	2005	346,838
Navarra	Bienes industriales sin productos energéticos	2004	346,838
Navarra	Bienes industriales sin productos energéticos	2003	.
Navarra	Bienes industriales sin productos energéticos	2002	.
País Vasco	Alimentos con elaboración, bebidas y tabaco	2006	155,837
País Vasco	Alimentos con elaboración, bebidas y tabaco	2005	157,602
País Vasco	Alimentos con elaboración, bebidas y tabaco	2004	157,602
País Vasco	Alimentos con elaboración, bebidas y tabaco	2003	.
País Vasco	Alimentos con elaboración, bebidas y tabaco	2002	.
País Vasco	Alimentos sin elaboración	2006	85,288
País Vasco	Alimentos sin elaboración	2005	87,586
País Vasco	Alimentos sin elaboración	2004	87,586
País Vasco	Alimentos sin elaboración	2003	.
País Vasco	Alimentos sin elaboración	2002	.
País Vasco	Bienes industriales	2006	371,744
País Vasco	Bienes industriales	2005	375,452
País Vasco	Bienes industriales	2004	375,452
País Vasco	Bienes industriales	2003	.
País Vasco	Bienes industriales	2002	.
País Vasco	Servicios sin alquiler de  vivienda	2006	373,354
País Vasco	Servicios sin alquiler de  vivienda	2005	365,774
País Vasco	Servicios sin alquiler de  vivienda	2004	365,774
País Vasco	Servicios sin alquiler de  vivienda	2003	.
País Vasco	Servicios sin alquiler de  vivienda	2002	.
País Vasco	Carburantes y combustibles	2006	60,451
País Vasco	Carburantes y combustibles	2005	58,209
País Vasco	Carburantes y combustibles	2004	58,209
País Vasco	Carburantes y combustibles	2003	.
País Vasco	Carburantes y combustibles	2002	.
País Vasco	Bienes industriales duraderos	2006	115,158
País Vasco	Bienes industriales duraderos	2005	113,922
País Vasco	Bienes industriales duraderos	2004	113,922
País Vasco	Bienes industriales duraderos	2003	.
País Vasco	Bienes industriales duraderos	2002	.
País Vasco	Productos energeticos	2006	85,648
País Vasco	Productos energeticos	2005	83,925
País Vasco	Productos energeticos	2004	83,925
País Vasco	Productos energeticos	2003	.
País Vasco	Productos energeticos	2002	.
País Vasco	General sin alimentos, bebidas y tabaco	2006	758,876
País Vasco	General sin alimentos, bebidas y tabaco	2005	754,812
País Vasco	General sin alimentos, bebidas y tabaco	2004	754,812
País Vasco	General sin alimentos, bebidas y tabaco	2003	.
País Vasco	General sin alimentos, bebidas y tabaco	2002	.
País Vasco	General sin alquiler de vivienda	2006	986,222
País Vasco	General sin alquiler de vivienda	2005	986,415
País Vasco	General sin alquiler de vivienda	2004	986,415
País Vasco	General sin alquiler de vivienda	2003	.
País Vasco	General sin alquiler de vivienda	2002	.
País Vasco	General sin carburantes ni combustibles	2006	939,549
País Vasco	General sin carburantes ni combustibles	2005	941,791
País Vasco	General sin carburantes ni combustibles	2004	941,791
País Vasco	General sin carburantes ni combustibles	2003	.
País Vasco	General sin carburantes ni combustibles	2002	.
País Vasco	General sin productos energeticos	2006	914,352
País Vasco	General sin productos energeticos	2005	916,075
País Vasco	General sin productos energeticos	2004	916,075
País Vasco	General sin productos energeticos	2003	.
País Vasco	General sin productos energeticos	2002	.
País Vasco	General sin alimentos no elaborados ni productos energeticos	2006	829,064
País Vasco	General sin alimentos no elaborados ni productos energeticos	2005	828,489
País Vasco	General sin alimentos no elaborados ni productos energeticos	2004	828,489
País Vasco	General sin alimentos no elaborados ni productos energeticos	2003	.
País Vasco	General sin alimentos no elaborados ni productos energeticos	2002	.
País Vasco	General sin servicios (incluye alquiler de vivienda)	2006	626,646
País Vasco	General sin servicios (incluye alquiler de vivienda)	2005	634,226
País Vasco	General sin servicios (incluye alquiler de vivienda)	2004	634,226
País Vasco	General sin servicios (incluye alquiler de vivienda)	2003	.
País Vasco	General sin servicios (incluye alquiler de vivienda)	2002	.
País Vasco	General sin servicios ni alquiler de vivienda	2006	612,868
País Vasco	General sin servicios ni alquiler de vivienda	2005	620,641
País Vasco	General sin servicios ni alquiler de vivienda	2004	620,641
País Vasco	General sin servicios ni alquiler de vivienda	2003	.
País Vasco	General sin servicios ni alquiler de vivienda	2002	.
País Vasco	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	745,098
País Vasco	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	741,227
País Vasco	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	741,227
País Vasco	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
País Vasco	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
País Vasco	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	698,425
País Vasco	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	696,603
País Vasco	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	696,603
País Vasco	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
País Vasco	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
País Vasco	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	673,228
País Vasco	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	670,887
País Vasco	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	670,887
País Vasco	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
País Vasco	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
País Vasco	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	385,522
País Vasco	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	389,037
País Vasco	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	389,037
País Vasco	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
País Vasco	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
País Vasco	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	371,744
País Vasco	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	375,452
País Vasco	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	375,452
País Vasco	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
País Vasco	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
País Vasco	Bienes industriales no duraderos	2006	256,586
País Vasco	Bienes industriales no duraderos	2005	261,530
País Vasco	Bienes industriales no duraderos	2004	261,530
País Vasco	Bienes industriales no duraderos	2003	.
País Vasco	Bienes industriales no duraderos	2002	.
País Vasco	General sin tabaco	2006	981,523
País Vasco	General sin tabaco	2005	980,922
País Vasco	General sin tabaco	2004	980,922
País Vasco	General sin tabaco	2003	.
País Vasco	General sin tabaco	2002	.
País Vasco	Alimentos y bebidas	2006	222,647
País Vasco	Alimentos y bebidas	2005	226,111
País Vasco	Alimentos y bebidas	2004	226,111
País Vasco	Alimentos y bebidas	2003	.
País Vasco	Alimentos y bebidas	2002	.
País Vasco	Alimentos elaborados	2006	119,629
País Vasco	Alimentos elaborados	2005	120,087
País Vasco	Alimentos elaborados	2004	120,087
País Vasco	Alimentos elaborados	2003	.
País Vasco	Alimentos elaborados	2002	.
País Vasco	Bienes industriales sin energia	2006	346,546
País Vasco	Bienes industriales sin energia	2005	349,736
País Vasco	Bienes industriales sin energia	2004	349,736
País Vasco	Bienes industriales sin energia	2003	.
País Vasco	Bienes industriales sin energia	2002	.
País Vasco	Servicios (con alquiler de vivienda)	2006	387,132
País Vasco	Servicios (con alquiler de vivienda)	2005	379,359
País Vasco	Servicios (con alquiler de vivienda)	2004	379,359
País Vasco	Servicios (con alquiler de vivienda)	2003	.
País Vasco	Servicios (con alquiler de vivienda)	2002	.
País Vasco	Alimentos, bebida y tabaco	2006	241,124
País Vasco	Alimentos, bebida y tabaco	2005	245,188
País Vasco	Alimentos, bebida y tabaco	2004	245,188
País Vasco	Alimentos, bebida y tabaco	2003	.
País Vasco	Alimentos, bebida y tabaco	2002	.
País Vasco	Alimentos sin elaboración y productos energéticos	2006	170,936
País Vasco	Alimentos sin elaboración y productos energéticos	2005	171,511
País Vasco	Alimentos sin elaboración y productos energéticos	2004	171,511
País Vasco	Alimentos sin elaboración y productos energéticos	2003	.
País Vasco	Alimentos sin elaboración y productos energéticos	2002	.
País Vasco	Bienes industriales sin productos energéticos	2006	286,095
País Vasco	Bienes industriales sin productos energéticos	2005	291,527
País Vasco	Bienes industriales sin productos energéticos	2004	291,527
País Vasco	Bienes industriales sin productos energéticos	2003	.
País Vasco	Bienes industriales sin productos energéticos	2002	.
La Rioja	Alimentos con elaboración, bebidas y tabaco	2006	166,544
La Rioja	Alimentos con elaboración, bebidas y tabaco	2005	168,243
La Rioja	Alimentos con elaboración, bebidas y tabaco	2004	168,243
La Rioja	Alimentos con elaboración, bebidas y tabaco	2003	.
La Rioja	Alimentos con elaboración, bebidas y tabaco	2002	.
La Rioja	Alimentos sin elaboración	2006	93,288
La Rioja	Alimentos sin elaboración	2005	95,837
La Rioja	Alimentos sin elaboración	2004	95,837
La Rioja	Alimentos sin elaboración	2003	.
La Rioja	Alimentos sin elaboración	2002	.
La Rioja	Bienes industriales	2006	383,838
La Rioja	Bienes industriales	2005	387,491
La Rioja	Bienes industriales	2004	387,491
La Rioja	Bienes industriales	2003	.
La Rioja	Bienes industriales	2002	.
La Rioja	Servicios sin alquiler de  vivienda	2006	346,292
La Rioja	Servicios sin alquiler de  vivienda	2005	338,536
La Rioja	Servicios sin alquiler de  vivienda	2004	338,536
La Rioja	Servicios sin alquiler de  vivienda	2003	.
La Rioja	Servicios sin alquiler de  vivienda	2002	.
La Rioja	Carburantes y combustibles	2006	67,340
La Rioja	Carburantes y combustibles	2005	65,081
La Rioja	Carburantes y combustibles	2004	65,081
La Rioja	Carburantes y combustibles	2003	.
La Rioja	Carburantes y combustibles	2002	.
La Rioja	Bienes industriales duraderos	2006	116,375
La Rioja	Bienes industriales duraderos	2005	115,073
La Rioja	Bienes industriales duraderos	2004	115,073
La Rioja	Bienes industriales duraderos	2003	.
La Rioja	Bienes industriales duraderos	2002	.
La Rioja	Productos energeticos	2006	96,647
La Rioja	Productos energeticos	2005	94,977
La Rioja	Productos energeticos	2004	94,977
La Rioja	Productos energeticos	2003	.
La Rioja	Productos energeticos	2002	.
La Rioja	General sin alimentos, bebidas y tabaco	2006	740,168
La Rioja	General sin alimentos, bebidas y tabaco	2005	735,919
La Rioja	General sin alimentos, bebidas y tabaco	2004	735,919
La Rioja	General sin alimentos, bebidas y tabaco	2003	.
La Rioja	General sin alimentos, bebidas y tabaco	2002	.
La Rioja	General sin alquiler de vivienda	2006	989,962
La Rioja	General sin alquiler de vivienda	2005	990,107
La Rioja	General sin alquiler de vivienda	2004	990,107
La Rioja	General sin alquiler de vivienda	2003	.
La Rioja	General sin alquiler de vivienda	2002	.
La Rioja	General sin carburantes ni combustibles	2006	932,660
La Rioja	General sin carburantes ni combustibles	2005	934,919
La Rioja	General sin carburantes ni combustibles	2004	934,919
La Rioja	General sin carburantes ni combustibles	2003	.
La Rioja	General sin carburantes ni combustibles	2002	.
La Rioja	General sin productos energeticos	2006	903,353
La Rioja	General sin productos energeticos	2005	905,023
La Rioja	General sin productos energeticos	2004	905,023
La Rioja	General sin productos energeticos	2003	.
La Rioja	General sin productos energeticos	2002	.
La Rioja	General sin alimentos no elaborados ni productos energeticos	2006	810,065
La Rioja	General sin alimentos no elaborados ni productos energeticos	2005	809,186
La Rioja	General sin alimentos no elaborados ni productos energeticos	2004	809,186
La Rioja	General sin alimentos no elaborados ni productos energeticos	2003	.
La Rioja	General sin alimentos no elaborados ni productos energeticos	2002	.
La Rioja	General sin servicios (incluye alquiler de vivienda)	2006	653,708
La Rioja	General sin servicios (incluye alquiler de vivienda)	2005	661,464
La Rioja	General sin servicios (incluye alquiler de vivienda)	2004	661,464
La Rioja	General sin servicios (incluye alquiler de vivienda)	2003	.
La Rioja	General sin servicios (incluye alquiler de vivienda)	2002	.
La Rioja	General sin servicios ni alquiler de vivienda	2006	643,670
La Rioja	General sin servicios ni alquiler de vivienda	2005	651,571
La Rioja	General sin servicios ni alquiler de vivienda	2004	651,571
La Rioja	General sin servicios ni alquiler de vivienda	2003	.
La Rioja	General sin servicios ni alquiler de vivienda	2002	.
La Rioja	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	730,130
La Rioja	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	726,027
La Rioja	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	726,027
La Rioja	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
La Rioja	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
La Rioja	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	672,829
La Rioja	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	670,838
La Rioja	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	670,838
La Rioja	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
La Rioja	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
La Rioja	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	643,522
La Rioja	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	640,942
La Rioja	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	640,942
La Rioja	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
La Rioja	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
La Rioja	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	393,876
La Rioja	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	397,383
La Rioja	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	397,383
La Rioja	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
La Rioja	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
La Rioja	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	383,838
La Rioja	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	387,491
La Rioja	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	387,491
La Rioja	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
La Rioja	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
La Rioja	Bienes industriales no duraderos	2006	267,463
La Rioja	Bienes industriales no duraderos	2005	272,418
La Rioja	Bienes industriales no duraderos	2004	272,418
La Rioja	Bienes industriales no duraderos	2003	.
La Rioja	Bienes industriales no duraderos	2002	.
La Rioja	General sin tabaco	2006	977,067
La Rioja	General sin tabaco	2005	976,333
La Rioja	General sin tabaco	2004	976,333
La Rioja	General sin tabaco	2003	.
La Rioja	General sin tabaco	2002	.
La Rioja	Alimentos y bebidas	2006	236,899
La Rioja	Alimentos y bebidas	2005	240,414
La Rioja	Alimentos y bebidas	2004	240,414
La Rioja	Alimentos y bebidas	2003	.
La Rioja	Alimentos y bebidas	2002	.
La Rioja	Alimentos elaborados	2006	123,431
La Rioja	Alimentos elaborados	2005	123,579
La Rioja	Alimentos elaborados	2004	123,579
La Rioja	Alimentos elaborados	2003	.
La Rioja	Alimentos elaborados	2002	.
La Rioja	Bienes industriales sin energia	2006	354,531
La Rioja	Bienes industriales sin energia	2005	357,595
La Rioja	Bienes industriales sin energia	2004	357,595
La Rioja	Bienes industriales sin energia	2003	.
La Rioja	Bienes industriales sin energia	2002	.
La Rioja	Servicios (con alquiler de vivienda)	2006	356,330
La Rioja	Servicios (con alquiler de vivienda)	2005	348,429
La Rioja	Servicios (con alquiler de vivienda)	2004	348,429
La Rioja	Servicios (con alquiler de vivienda)	2003	.
La Rioja	Servicios (con alquiler de vivienda)	2002	.
La Rioja	Alimentos, bebida y tabaco	2006	259,832
La Rioja	Alimentos, bebida y tabaco	2005	264,081
La Rioja	Alimentos, bebida y tabaco	2004	264,081
La Rioja	Alimentos, bebida y tabaco	2003	.
La Rioja	Alimentos, bebida y tabaco	2002	.
La Rioja	Alimentos sin elaboración y productos energéticos	2006	189,935
La Rioja	Alimentos sin elaboración y productos energéticos	2005	190,814
La Rioja	Alimentos sin elaboración y productos energéticos	2004	190,814
La Rioja	Alimentos sin elaboración y productos energéticos	2003	.
La Rioja	Alimentos sin elaboración y productos energéticos	2002	.
La Rioja	Bienes industriales sin productos energéticos	2006	287,191
La Rioja	Bienes industriales sin productos energéticos	2005	292,513
La Rioja	Bienes industriales sin productos energéticos	2004	292,513
La Rioja	Bienes industriales sin productos energéticos	2003	.
La Rioja	Bienes industriales sin productos energéticos	2002	.
Ceuta Y Melilla	Alimentos con elaboración, bebidas y tabaco	2006	212,931
Ceuta Y Melilla	Alimentos con elaboración, bebidas y tabaco	2005	214,268
Ceuta Y Melilla	Alimentos con elaboración, bebidas y tabaco	2004	214,268
Ceuta Y Melilla	Alimentos con elaboración, bebidas y tabaco	2003	.
Ceuta Y Melilla	Alimentos con elaboración, bebidas y tabaco	2002	.
Ceuta Y Melilla	Alimentos sin elaboración	2006	127,621
Ceuta Y Melilla	Alimentos sin elaboración	2005	130,813
Ceuta Y Melilla	Alimentos sin elaboración	2004	130,813
Ceuta Y Melilla	Alimentos sin elaboración	2003	.
Ceuta Y Melilla	Alimentos sin elaboración	2002	.
Ceuta Y Melilla	Bienes industriales	2006	351,377
Ceuta Y Melilla	Bienes industriales	2005	356,238
Ceuta Y Melilla	Bienes industriales	2004	356,238
Ceuta Y Melilla	Bienes industriales	2003	.
Ceuta Y Melilla	Bienes industriales	2002	.
Ceuta Y Melilla	Servicios sin alquiler de  vivienda	2006	263,249
Ceuta Y Melilla	Servicios sin alquiler de  vivienda	2005	254,654
Ceuta Y Melilla	Servicios sin alquiler de  vivienda	2004	254,654
Ceuta Y Melilla	Servicios sin alquiler de  vivienda	2003	.
Ceuta Y Melilla	Servicios sin alquiler de  vivienda	2002	.
Ceuta Y Melilla	Carburantes y combustibles	2006	47,618
Ceuta Y Melilla	Carburantes y combustibles	2005	45,456
Ceuta Y Melilla	Carburantes y combustibles	2004	45,456
Ceuta Y Melilla	Carburantes y combustibles	2003	.
Ceuta Y Melilla	Carburantes y combustibles	2002	.
Ceuta Y Melilla	Bienes industriales duraderos	2006	67,260
Ceuta Y Melilla	Bienes industriales duraderos	2005	66,250
Ceuta Y Melilla	Bienes industriales duraderos	2004	66,250
Ceuta Y Melilla	Bienes industriales duraderos	2003	.
Ceuta Y Melilla	Bienes industriales duraderos	2002	.
Ceuta Y Melilla	Productos energeticos	2006	70,463
Ceuta Y Melilla	Productos energeticos	2005	68,684
Ceuta Y Melilla	Productos energeticos	2004	68,684
Ceuta Y Melilla	Productos energeticos	2003	.
Ceuta Y Melilla	Productos energeticos	2002	.
Ceuta Y Melilla	General sin alimentos, bebidas y tabaco	2006	659,447
Ceuta Y Melilla	General sin alimentos, bebidas y tabaco	2005	654,919
Ceuta Y Melilla	General sin alimentos, bebidas y tabaco	2004	654,919
Ceuta Y Melilla	General sin alimentos, bebidas y tabaco	2003	.
Ceuta Y Melilla	General sin alimentos, bebidas y tabaco	2002	.
Ceuta Y Melilla	General sin alquiler de vivienda	2006	955,179
Ceuta Y Melilla	General sin alquiler de vivienda	2005	955,973
Ceuta Y Melilla	General sin alquiler de vivienda	2004	955,973
Ceuta Y Melilla	General sin alquiler de vivienda	2003	.
Ceuta Y Melilla	General sin alquiler de vivienda	2002	.
Ceuta Y Melilla	General sin carburantes ni combustibles	2006	952,382
Ceuta Y Melilla	General sin carburantes ni combustibles	2005	954,544
Ceuta Y Melilla	General sin carburantes ni combustibles	2004	954,544
Ceuta Y Melilla	General sin carburantes ni combustibles	2003	.
Ceuta Y Melilla	General sin carburantes ni combustibles	2002	.
Ceuta Y Melilla	General sin productos energeticos	2006	929,537
Ceuta Y Melilla	General sin productos energeticos	2005	931,316
Ceuta Y Melilla	General sin productos energeticos	2004	931,316
Ceuta Y Melilla	General sin productos energeticos	2003	.
Ceuta Y Melilla	General sin productos energeticos	2002	.
Ceuta Y Melilla	General sin alimentos no elaborados ni productos energeticos	2006	801,916
Ceuta Y Melilla	General sin alimentos no elaborados ni productos energeticos	2005	800,503
Ceuta Y Melilla	General sin alimentos no elaborados ni productos energeticos	2004	800,503
Ceuta Y Melilla	General sin alimentos no elaborados ni productos energeticos	2003	.
Ceuta Y Melilla	General sin alimentos no elaborados ni productos energeticos	2002	.
Ceuta Y Melilla	General sin servicios (incluye alquiler de vivienda)	2006	736,751
Ceuta Y Melilla	General sin servicios (incluye alquiler de vivienda)	2005	745,346
Ceuta Y Melilla	General sin servicios (incluye alquiler de vivienda)	2004	745,346
Ceuta Y Melilla	General sin servicios (incluye alquiler de vivienda)	2003	.
Ceuta Y Melilla	General sin servicios (incluye alquiler de vivienda)	2002	.
Ceuta Y Melilla	General sin servicios ni alquiler de vivienda	2006	691,930
Ceuta Y Melilla	General sin servicios ni alquiler de vivienda	2005	701,319
Ceuta Y Melilla	General sin servicios ni alquiler de vivienda	2004	701,319
Ceuta Y Melilla	General sin servicios ni alquiler de vivienda	2003	.
Ceuta Y Melilla	General sin servicios ni alquiler de vivienda	2002	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	614,626
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	610,892
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	610,892
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	611,829
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	609,463
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	609,463
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	588,985
